bioguide,party,dwnom1d,votes_only,text_only,multimodal
leg_0060,D,-1.6828697716158048,-0.26746738,13.024388,0.24230927
leg_0061,D,-0.33488502998577485,0.14333186,6.8109345,0.4860882
leg_0062,R,0.1627530651050056,-0.5239328,13.034115,-0.1291914
leg_0063,R,0.5862223313592781,-0.21037546,8.616046,0.40368676
leg_0064,R,0.711226579792855,0.0018055714,10.034108,0.20454931
leg_0065,R,0.7933472351999252,0.32943776,13.391519,0.3124334
leg_0066,D,-0.3487250722484376,-0.20559286,2.0561619,-0.05816386
leg_0067,D,-0.46235179266456716,0.08309271,9.374448,0.007113678
leg_0068,R,0.8579758812571538,-0.06356051,8.736377,-0.7286103
leg_0069,D,-0.1913043248816149,-0.728215,2.4124453,0.33931595
leg_0070,D,-1.2756863233379219,0.12661906,12.448029,0.5693337
leg_0071,D,-1.1332872140034806,-0.22225456,5.875365,0.52780867
leg_0072,D,-0.9194522860016113,-0.43590304,4.5502467,0.6334593
leg_0073,R,0.49716074405376404,0.08077348,0.72210795,-0.12124426
leg_0074,R,0.14242573607056525,0.12406416,3.583824,0.30479488
leg_0075,R,0.6904853540677682,-0.038744047,4.3161783,-0.16658618
leg_0076,D,-0.42725264633653426,-0.004917264,5.360829,0.0042011417
leg_0077,R,0.15853969107671423,-0.19768645,11.558704,-0.32388976
leg_0078,R,0.6255903939673367,0.33094478,9.141134,0.10792304
leg_0079,D,-0.3093465397202384,0.0987916,2.4324713,0.24929884
leg_0080,R,0.45677523755741145,0.06022424,7.502368,-0.26837167
leg_0081,D,-0.6619259410666513,-0.5726516,11.577106,0.12528871
leg_0082,D,-0.3630538465650718,-0.27869812,7.1965837,0.26509047
leg_0083,D,-0.3817378939983291,-0.78482175,14.730125,0.8980138
leg_0084,D,-1.1958396455890397,-0.5129304,6.7203617,0.76136917
leg_0085,R,0.4869724807855818,-0.034097344,7.954207,0.41052166
leg_0086,D,-0.46940234020272387,-0.6392791,2.5550456,0.32740128
leg_0087,R,0.01249411872768743,0.17464916,3.3072367,-0.077189125
leg_0088,R,0.48074665890590895,0.15010227,4.378298,0.50435966
leg_0089,R,0.4465311760299441,0.03650166,4.9809394,-0.06840097
leg_0090,R,0.6653851089727862,0.51928526,7.839702,0.22892019
leg_0091,D,-0.09848548450942361,-0.116745904,2.6089706,0.87679553
leg_0092,D,-0.42329831204415375,-0.04208646,8.571433,0.4000292
leg_0093,D,-0.07971821090639905,-0.07723236,4.698016,0.41296473
leg_0094,D,-1.6873344339580298,-0.63398385,11.743877,0.6594491
leg_0095,D,-1.4471124724230873,-0.61138624,1.507782,0.0786452
leg_0096,D,-1.3226996123544024,-0.5511199,15.267709,0.6484106
leg_0097,D,-0.9972468276014818,-0.15017074,13.805202,0.76936376
leg_0098,R,0.3997742267234366,-0.022826076,9.692421,0.046642315
leg_0099,D,-0.9054790553600608,-0.37955952,6.88707,0.529276
leg_0100,D,-0.3781625540393897,-0.08563478,8.267305,0.33311325
leg_0101,R,1.2992282977860654,-0.031214492,5.047689,0.45907527
leg_0102,D,-0.35626397106142593,0.1584085,4.488685,0.46673784
leg_0103,R,0.7375155684670865,-0.29978666,9.039318,0.17321028
leg_0104,D,-0.933617680009877,-0.3775041,12.358115,0.8753984
leg_0105,D,-0.20543755786763002,-0.3727029,6.3758235,0.5023535
leg_0106,D,-0.9500220549105812,-0.26945704,2.2479775,0.07697488
leg_0107,D,-0.3390330759005625,-0.2716532,6.5324597,-0.03796028
leg_0108,R,0.8403081374573955,0.18143827,8.297378,0.5964089
leg_0109,D,-1.7273204231923487,-0.28024372,9.700418,0.16209085
leg_0110,R,0.43442364354585733,0.049519755,7.6826496,0.061613165
leg_0111,R,0.2377356023322779,-0.41066283,7.6730123,1.123791
leg_0112,D,-0.5941499556967944,0.02950785,10.843232,-0.16080788
leg_0113,D,-1.4460578543884546,-0.66766,11.783291,0.77051485
leg_0114,R,0.07212950771386951,0.103622675,2.9293053,0.69551164
leg_0115,D,-0.5294927090638024,-0.3945107,1.8675555,-0.014000524
leg_0116,R,0.23267621135470395,-0.33164284,11.06836,0.026703
leg_0117,R,0.02185214552344288,0.10752041,11.043744,-0.15635143
leg_0118,R,1.6017788913209154,0.03938558,1.8923017,-0.078574866
leg_0119,D,-0.23935562747302427,-0.3204344,6.427721,-0.22547758
leg_0120,D,-1.023497492621865,-0.40288052,5.5508437,0.3624733
leg_0121,R,0.17927563495631615,-0.05831369,7.298686,0.6610321
leg_0122,R,0.21999668397176517,-0.30809882,9.206654,0.29453844
leg_0123,R,1.3591875752404365,0.42282143,5.6715527,0.3332255
leg_0124,R,0.8351112459145785,0.22569734,6.8752403,-0.29729673
leg_0125,R,0.35687105914950934,0.03994795,7.045703,0.19058308
leg_0126,R,1.4633028912195618,0.2834677,2.789357,0.08712059
leg_0127,D,-1.188763054322851,0.12610465,3.545793,0.41617897
leg_0128,D,-0.6397515327497477,-0.6086771,8.463618,-0.14155151
leg_0129,D,-0.9265759414055249,-0.46092907,4.6529164,0.7216538
leg_0130,D,-0.38980980315576796,0.47270623,7.9051,-0.08963973
leg_0131,D,-1.3766861475563088,-0.49547854,12.789215,0.7496311
leg_0132,R,0.6351509468144043,-0.3737764,5.2781854,0.2508052
leg_0133,D,-0.22222269709877338,-0.2339579,2.9726915,0.039343175
leg_0134,D,-1.4708062945026579,-0.3994876,11.98394,0.8509963
leg_0135,D,-1.0155790812075416,-0.787727,10.378165,0.3200537
leg_0136,R,0.3135138474501953,0.19657092,5.0077243,0.5238776
leg_0137,R,0.8381265678943811,0.7160543,4.2212105,0.6732567
leg_0138,R,1.9967308916917865,-0.25490895,5.663877,-0.1350185
leg_0139,R,2.9138624660073296,-0.069152094,3.0071616,-0.15493153
leg_0140,R,0.4144094332759964,-0.48812714,3.6059732,-0.051923934
leg_0141,D,-0.9895381200318641,-0.12345634,10.4168,0.36180985
leg_0142,D,-2.132046280731309,-0.43861762,5.241222,0.08688712
leg_0143,R,0.2677114623438358,0.47230065,2.4059057,0.07033563
leg_0144,D,-0.812941095310326,-0.08823401,7.3676677,0.41751748
leg_0145,D,-0.41535726017968533,-0.26715106,5.476077,0.36361882
leg_0146,D,-0.6120967990598081,-0.35597214,9.5693245,-0.11988746
leg_0147,D,-0.14079088641638526,0.010508517,4.113617,0.22576457
leg_0148,R,1.0659802307876436,0.09473527,3.3646095,0.01712292
leg_0149,R,0.15704856744534462,0.33018792,3.6954699,0.6988371
leg_0150,D,-0.1586348370386883,0.011273506,7.1832676,0.35943118
leg_0151,D,-1.0356537528258116,-0.21815482,7.3322253,0.8215718
leg_0152,D,-1.674682944704357,-0.14367615,14.268449,0.13075723
leg_0153,D,-0.4863079090733309,-0.30628133,5.4644537,0.5320274
leg_0154,D,-0.05378255081832049,-0.14077175,0.34677535,0.2473164
leg_0155,R,1.767929913579883,0.49303475,5.362148,0.15395579
leg_0156,R,0.13027452147288585,-0.017124118,1.3943356,0.2165473
leg_0157,R,0.9827395110230576,-0.007846883,1.0685017,-0.5787884
leg_0158,D,-0.49929559853915206,-0.33835733,12.273786,0.25117987
leg_0159,D,-1.1849437664170246,-0.52111757,7.150149,0.890998
leg_0160,D,-0.9651167622323719,-0.28264943,4.0489144,0.7827252
leg_0161,D,-0.7252260645357532,0.12206571,10.267803,0.6413332
leg_0162,R,2.1284697324351645,0.21459337,12.064997,0.11525699
leg_0163,D,-0.8213866792243861,-0.55986,4.2270184,0.63231367
leg_0164,R,0.838489203736345,-0.14419925,10.35783,0.18688972
leg_0165,D,-0.9029271780870264,0.073673144,18.755135,0.29696742
leg_0166,R,0.9315730128742441,-0.01963697,2.9914253,0.20294148
leg_0167,R,0.38495096610586316,-0.036777396,0.76935166,-0.08174088
leg_0168,D,-0.1566378976580904,0.0064036064,9.082762,0.09069863
leg_0169,D,-0.040762526135434025,-0.6844856,4.26887,-0.17361164
leg_0170,D,-0.6547876954293904,-0.1648868,8.493754,0.72972685
leg_0171,R,0.44607220148208054,0.2700613,11.617,-0.04790539
leg_0172,D,-0.45498348034078,-0.027682984,7.649231,-0.27158988
leg_0173,D,-1.2256057637672482,-0.39508817,13.60094,0.80573726
leg_0174,D,-1.2779375743196193,-0.52327806,9.510634,0.07496702
leg_0175,R,0.17258791772211948,0.22704042,11.172096,0.9371618
leg_0176,R,1.579091256410435,0.49394923,12.659189,0.4907282
leg_0177,R,0.15999161357343825,0.08357624,11.412407,-0.09153421
leg_0178,D,-0.11863832610988256,-0.16261053,2.944,0.65314937
leg_0179,R,0.2858261396025429,0.24062437,8.497677,0.303009
leg_0180,R,1.3060017417068248,0.13841668,8.172523,0.36141336
leg_0181,R,0.21938250136385634,-0.08902999,7.618751,0.54382515
leg_0182,D,-0.41092723083373717,-0.11677048,6.487034,0.32656646
leg_0183,R,1.1062887100598888,-0.09408803,10.194156,-0.2412841
leg_0184,R,0.4287564384616135,-0.013519875,12.23402,-0.0560252
leg_0185,R,1.535755991995992,0.28877848,2.5702899,0.26803094
leg_0186,R,0.18323443722190613,-0.42737412,7.9418554,-0.23576292
leg_0187,D,-1.2244690317205003,-0.2356137,5.9088597,0.68585664
leg_0188,D,-1.368159199245665,-0.51792955,12.862582,0.07184449
leg_0189,R,1.6509279322312496,0.41353658,0.88407356,0.14450435
leg_0190,R,1.723665720783297,0.19677074,6.4794216,-0.013647016
leg_0191,D,-0.17951921328260065,-0.06576381,10.140899,-0.10496452
leg_0192,D,-0.38318732113598775,-0.5623874,13.646748,0.62091005
leg_0193,R,1.4614442922422022,0.15237701,4.111189,0.30346745
leg_0194,D,-1.107045682043488,-0.24344753,13.231302,0.24642658
leg_0195,D,-0.8947270189558264,-0.07069368,17.850636,-0.011662535
leg_0196,R,0.6433267946890444,-0.23603496,7.9145355,0.035271633
leg_0197,D,-0.3946051228595896,0.014568762,12.14578,0.50944304
leg_0198,D,-0.005121866720071296,-0.15333913,9.674697,0.8061265
leg_0199,D,-0.16344289852451258,-0.015779326,4.032762,-0.7310109
leg_0200,R,0.33757454879893356,0.25261685,4.685987,0.11638907
leg_0201,R,1.4074818613137168,0.29337057,10.112248,-0.3042246
leg_0202,R,0.09058490690174555,-0.19659746,8.105598,0.19845085
leg_0203,R,0.6439387932768579,0.065048456,6.101678,0.81286085
leg_0204,D,-2.0501721010310225,-0.31018105,14.789926,0.19200933
leg_0205,D,-0.04871840193011795,-0.14497417,9.812986,0.6678684
leg_0206,D,-0.8432302702928711,-0.36413258,7.842678,0.49689698
leg_0207,D,-1.218813060423628,-0.1787036,15.519871,0.85711867
leg_0208,D,-0.8781523669287508,-0.4563622,5.568787,0.22357023
leg_0209,D,-0.33412344070081207,-0.28979567,2.3242404,0.39027223
leg_0210,R,0.9159025423560131,0.35771748,7.3095984,0.13936901
leg_0211,D,-1.326392717739564,0.05103725,4.068942,0.49857494
leg_0212,R,0.030631492594417446,-0.18175398,6.2163887,0.11753774
leg_0213,D,-0.4841694333335785,-0.59456694,1.9254951,0.7130673
leg_0214,D,-0.32767309436196085,-0.3106977,10.051514,0.36437514
leg_0215,R,1.0027578253046041,0.0074953153,4.032018,-0.058861047
leg_0216,R,0.5381154370039261,0.03562193,9.755616,-0.09183136
leg_0217,R,1.3373981074427437,0.36408195,9.173659,0.11301831
leg_0218,D,-0.15450567924990047,-0.4509301,6.747509,0.26097205
leg_0219,D,-0.695942611670703,-0.3647107,7.8218055,0.81397855
leg_0220,D,-0.22385881688049952,0.053106,8.505949,0.14060289
leg_0221,R,0.2424967912712216,-0.063700564,3.635035,0.73207086
leg_0222,R,0.17657335845371103,0.0007575119,5.1896496,-0.056508895
leg_0223,D,-1.0843880722333665,0.17788751,4.49153,0.7275993
leg_0224,R,0.09048978162787422,0.21993311,2.9503684,0.12034505
leg_0225,R,0.22822833013890514,0.36008412,5.863413,0.4136783
leg_0226,R,2.5174740375339204,0.047587886,3.0536375,-0.07088706
leg_0227,R,1.8768446112816701,0.21221451,8.888518,0.019821204
leg_0228,D,-0.8532433505588201,-0.44565856,11.219203,0.80167216
leg_0229,D,-0.2873833615491761,-0.5531026,10.178704,0.20058371
leg_0230,D,-1.4634420018370031,-0.42987883,10.030098,0.35575885
leg_0231,D,-0.5907070139634865,-0.02537046,7.9862146,0.18863629
leg_0232,R,0.3156050035903405,-0.4289142,2.244435,0.14133841
leg_0233,R,1.2058536208882336,0.38646346,2.1686256,0.6936254
leg_0234,D,-0.7290838377436085,-0.64193374,9.918126,0.2943301
leg_0235,D,-0.6541464400677965,-0.113069385,9.753101,0.62910736
leg_0236,D,-2.147289029738655,-0.8985252,4.0005364,0.538852
leg_0237,D,-0.16266592054490767,-0.24758898,7.4601808,0.19855072
leg_0238,D,-1.062414411859563,-0.44525233,3.7505655,0.53304887
leg_0239,D,-0.5294394273660737,-0.6254179,10.413291,-0.23794986
leg_0240,D,-0.8768607781675882,-0.22773874,3.537169,0.31972882
leg_0241,D,-0.09426255425255699,-0.043310545,4.537148,0.8139365
leg_0242,D,-1.7577283913566313,-0.55041033,7.986248,0.6025123
leg_0243,D,-1.4670452453909906,-0.116979495,6.5447145,0.70062685
leg_0244,R,2.129247112028298,-0.013623159,5.845738,0.6049392
leg_0245,D,-1.287422581274031,-0.39111057,12.760965,0.46959955
leg_0246,D,-1.0967855784546396,-0.5076544,5.573955,0.111896366
leg_0247,R,1.836913528321314,0.29349485,6.508464,0.104449674
leg_0248,R,2.905067169240407,0.39756572,2.4451401,0.21839112
leg_0249,D,-1.1715666288253417,-0.16034023,6.9076815,0.4079516
leg_0250,D,-0.36824895678803055,-0.3000913,8.483447,0.33546147
leg_0251,R,0.34155555094050954,0.1854747,5.874846,0.4028224
leg_0252,R,1.7286976444055924,-0.14625597,5.5101733,-0.060713407
leg_0253,D,-0.9868570784282374,-0.06727701,5.8736973,0.3795511
leg_0254,D,-0.24527784594210975,0.27116752,4.66761,0.5589709
leg_0255,R,0.777337576061744,-0.096992515,12.905814,0.38175306
leg_0256,R,0.43476607446661863,0.04732156,9.772653,0.8308479
leg_0257,D,-0.37615607123009925,-0.08613263,16.533169,0.936351
leg_0258,D,-0.13382296451604114,-0.12956327,6.478637,0.8777216
leg_0259,D,-1.3748958083699818,-0.3331511,5.8012733,0.8125918
leg_0260,D,-0.23817374397466523,-0.47391215,1.8505021,-0.021411607
leg_0261,D,-0.2663874900089551,-0.18898043,2.2586167,-0.32055634
leg_0262,R,0.23216988962625595,-0.23851468,3.6806147,0.5086916
leg_0263,D,-0.555327218819016,-0.10587076,12.146462,0.108012415
leg_0264,R,0.471538522545139,0.0019933446,6.941566,0.24563174
leg_0265,R,1.0127158178198286,0.13433892,8.171462,-0.33838505
leg_0266,R,0.15542932766846604,-0.1861081,1.8979383,1.0237646
leg_0267,R,0.35175640839920347,0.053377714,4.176808,0.304326
leg_0268,R,0.053155347577867364,-0.19086163,5.2464027,0.51733553
leg_0269,R,8.439309141418043e-05,0.07434624,14.335619,0.7806102
leg_0270,D,-0.7215580335428474,-0.091908686,15.237641,0.30312335
leg_0271,R,0.316494261673308,-0.41415405,11.690258,0.0012464565
leg_0272,D,-0.09728659841348947,-0.29411876,12.979396,0.57300407
leg_0273,R,2.093168308930595,0.32913277,9.486682,-0.20240372
leg_0274,R,1.5733549024752425,0.35200757,7.120839,-0.06634898
leg_0275,R,0.3858465525565008,-0.2280199,8.121937,-0.12188684
leg_0276,D,-0.7630572096947675,-0.79096,5.7914367,0.313871
leg_0277,D,-1.112411471983418,-0.36817697,10.328893,0.661175
leg_0278,R,1.191142953088865,0.11021829,5.773866,8.948677
leg_0279,R,0.2627492251471385,0.013787083,6.102546,0.6461712
leg_0280,R,0.4801434033916108,0.20326848,6.965882,-0.1392458
leg_0281,D,-1.7445859869741926,-0.20061266,13.355429,0.101335466
leg_0282,R,0.9274384815581808,0.33189237,7.714471,0.18684031
leg_0283,R,0.45442033821436295,-0.15890509,2.5557811,0.087300986
leg_0284,D,-1.110430684414478,0.15329403,11.679321,0.59142214
leg_0285,D,-0.47152480744994896,-0.33985233,5.5256634,0.28049102
leg_0286,R,0.2637172043565196,-0.21775295,14.687121,0.4160829
leg_0287,R,0.05246679835624363,-0.1841116,11.994286,0.18909338
leg_0288,D,-0.292171185803555,-0.5546225,10.278884,-0.027071
leg_0289,D,-0.10348826806596086,-0.5388875,10.080423,0.38955075
leg_0290,D,-0.25197737820688537,-0.02334847,2.472426,-0.2215718
leg_0291,R,0.15256251210246857,0.18353654,3.226048,0.30968523
leg_0292,R,1.471491972993157,0.345256,5.0984874,0.28346583
leg_0293,D,-2.5666584409312976,-0.3856185,8.717696,0.37064317
leg_0294,D,-0.23685026450968424,0.030856514,9.6152525,0.38296756
leg_0295,R,0.17651242137244696,-0.04887693,4.1331806,-0.28035015
leg_0296,R,0.2959939896870995,-0.27711695,3.9804578,0.6100514
leg_0297,D,-0.37191458132128985,-0.3249641,7.444584,0.3701002
leg_0298,D,-1.7567217824785826,-0.17531261,11.502671,0.37717265
leg_0299,R,0.32799548371410964,0.05983232,7.1060667,0.20225321
leg_0300,R,1.727350214164185,0.4448809,5.038147,0.34327972
leg_0301,D,-1.5338614049161376,-0.020540781,5.6394596,0.06236383
leg_0302,R,0.8638280136981883,-0.15244591,-1.5493028,0.7456106
leg_0303,D,-0.3285252231228939,-0.3964782,12.245373,0.11984696
leg_0304,D,-0.0613243458288473,-0.22373527,5.4303217,0.25210786
leg_0305,D,-1.052898510703949,-0.1359574,12.655958,0.11391261
leg_0306,D,-0.33445617235587666,0.16168083,3.2276,0.39345255
leg_0307,R,1.3000445946989585,-0.06284543,11.014235,0.15207176
leg_0308,R,0.582655241987707,0.35988456,7.555643,0.26275274
leg_0309,R,1.732311605409944,0.4234836,5.773682,0.23464386
leg_0310,R,1.1774118889776937,0.36187318,5.9153047,0.24096026
leg_0311,R,0.4390866789295762,-0.12208004,4.8566904,0.10468292
leg_0312,R,1.743934526167792,0.15828153,8.104312,-0.0926438
leg_0313,R,0.43899315873829875,-0.3863209,1.1529231,0.7091983
leg_0314,R,0.8279881767970589,0.09134983,5.9135656,-0.318806
leg_0315,D,-0.29657095353470836,0.03732346,12.560929,0.14010672
leg_0316,R,0.06654581585920483,-0.26382205,1.9865764,-0.040531963
leg_0317,D,-0.6974238233002769,-0.07019898,2.624313,-0.026715603
leg_0318,R,0.989583934594853,0.42368245,6.1169477,0.035497546
leg_0319,D,-1.1783036231148656,-0.44730434,8.7428465,0.50688857
leg_0320,R,0.7823503424176613,-0.14746661,9.831773,0.75067186
leg_0321,D,-0.19065105750515945,0.14484204,9.9866085,0.45472828
leg_0322,R,1.1712470934673194,0.17871651,6.1422234,0.037987843
leg_0323,R,0.7508689887312598,0.0075356513,5.288949,0.29777047
leg_0324,R,1.8206461576468016,0.0291571,10.773175,-0.10792285
leg_0325,R,0.7307746911386448,0.11667823,12.311047,0.33017865
leg_0326,D,-1.5720402556532407,-0.49392796,9.760172,-0.007949784
leg_0327,D,-0.06695317289820084,0.0041396846,6.145989,0.14179158
leg_0328,D,-1.172007192594816,-0.76571864,7.557539,0.5935045
leg_0329,D,-0.5182798423662747,-0.4073451,13.589845,0.24095331
leg_0330,R,1.5112284332767216,0.41935372,2.7909636,0.079347774
leg_0331,R,0.637533810897696,-0.040154554,4.787387,0.58273494
leg_0332,D,-0.6989304285787463,-0.8288715,12.506067,-0.23450175
leg_0333,D,-1.013717366440399,-0.20767336,3.9356766,0.5230039
leg_0334,R,0.03278209287626079,-0.12835518,11.943007,0.34635118
leg_0335,D,-1.2165601493811278,-0.58794695,5.101656,0.13194431
leg_0336,D,-0.6711402773965811,-0.18670996,9.39708,0.61577374
leg_0337,R,0.31200947155124387,0.18547946,4.7668934,0.32244742
leg_0338,R,1.1553120361066962,0.1645392,4.121206,0.21062413
leg_0339,R,0.6087614722244398,0.09259835,9.817111,0.7244701
leg_0340,D,-2.2912895085981,-0.7696285,3.3450656,0.19897842
leg_0341,R,0.3043667290302598,-0.33812383,6.4681883,0.36047456
leg_0342,R,0.07203357323257792,-0.23333864,4.759696,0.10111018
leg_0343,R,0.41389028537269307,0.29215258,8.069405,0.053408917
leg_0344,R,1.6162096816512073,0.50662285,7.736721,-0.31886065
leg_0345,D,-2.063238276804743,-0.60813737,10.977961,0.5045594
leg_0346,D,-0.5911034251911056,-0.24603802,3.1543,0.16991384
leg_0347,R,0.5909063227933546,0.28655428,1.0862008,0.44237015
leg_0348,D,-1.5815943994539423,-0.39982414,8.665852,0.32015422
leg_0349,R,1.475949048053509,0.4420996,11.166276,0.4503401
leg_0350,R,0.3683566127006584,-0.1593421,8.128431,0.16854887
leg_0351,R,0.846583985843404,0.04527879,14.184776,0.6861953
leg_0352,D,-0.5709436615217945,-0.7871058,3.0070531,-0.212408
leg_0353,R,0.8137636899662105,0.10685992,12.444746,0.5928904
leg_0354,R,1.0684715559890383,0.24190623,6.22637,-0.20838983
leg_0355,R,0.23287802013716835,0.18383802,11.049378,0.41384396
leg_0356,R,0.23440089269869593,-0.23184822,9.957649,0.22635917
leg_0357,R,0.2703432392817259,-0.13227656,4.412898,0.42428002
leg_0358,D,-0.8633452647393817,-0.6068815,11.609938,0.082114264
leg_0359,D,-0.14752868024035293,-0.0038266615,7.425925,0.661727
leg_0360,D,-0.1525225324523588,-0.50363415,9.312828,0.5289128
leg_0361,R,0.3833938643534951,-0.27645934,9.003696,-0.10311747
leg_0362,R,0.9998242469102946,0.6925491,14.4029045,-0.10377301
leg_0363,D,-1.0585360819784093,-0.04477409,5.486232,0.52681303
leg_0364,D,-0.12500903031957764,-0.058442064,2.7845664,0.45816377
leg_0365,R,1.4814555476589732,-0.03229964,6.271715,0.28187352
leg_0366,D,-0.7435882288125641,-0.36867452,5.988573,0.57595026
leg_0367,D,-0.8222500172903203,-0.026267538,1.8627543,0.47481903
leg_0368,R,0.20230619183119358,-0.03152769,7.89291,0.68353295
leg_0369,R,0.8443851904853201,-0.049867235,11.610784,-0.05203713
leg_0370,R,0.01142605556065933,-0.20773144,4.211519,0.40325782
leg_0371,R,1.3289605904369892,0.19388771,11.395566,0.18249245
leg_0372,R,0.8567939825665268,0.47931197,5.8630314,0.052518245
leg_0373,R,0.8418200668900618,0.30231103,3.2335727,0.33742902
leg_0374,R,0.5541165013240933,-0.28249362,5.109064,-0.44848025
leg_0375,R,2.327653100346085,0.25503233,2.0435674,-0.3982815
leg_0376,D,-0.2051616888660442,0.51472354,3.7962945,0.6814592
leg_0377,D,-2.003522292066514,-0.37349045,7.0997386,0.12321073
leg_0378,R,1.604254361517141,0.5864568,3.9680576,-0.042819828
leg_0379,D,-0.45769943095682564,0.08058609,8.123146,0.76682395
leg_0380,R,0.10788044434303304,-0.22829126,8.620426,0.07940819
leg_0381,R,1.309550684860527,0.68566865,9.016455,0.3360614
leg_0382,D,-1.6022595410589253,-0.5080587,1.8825426,0.8391086
leg_0383,D,-1.2516472141061394,-0.2948658,16.880346,0.42811707
leg_0384,D,-1.6012779371188537,-0.5506241,14.125457,0.62962854
leg_0385,D,-0.7941362900254239,-0.10851039,4.2587733,0.4267268
leg_0386,R,0.43963660601699356,-0.098128624,5.3012366,0.2339688
leg_0387,R,0.524187842812771,-0.05558818,12.347324,0.14092876
leg_0388,R,0.27627417932855375,-0.12120407,0.73735994,0.01112852
leg_0389,D,-1.4127658838923665,-0.65091914,6.5906315,0.53342664
leg_0390,D,-2.310103436632644,-0.45132092,9.660373,0.28831595
leg_0391,R,0.054353585390382264,0.20354412,2.4198163,0.24318556
